height_cm,positions,skill_moves(1-5),crossing,finishing,short_passing,dribbling,freekick_accuracy,long_passing,ball_control,acceleration,agility,shot_power,stamina,long_shots,interceptions,vision,marking,standing_tackle
172.72,CM,2,52,50,60,59,56,56,62,58,63,49,70,54,52,57,39,52
182.88,GK,1,10,8,16,11,12,21,11,34,37,20,20,5,13,32,7,13
185.42,CB,2,26,24,45,37,34,41,44,54,63,36,52,29,54,32,59,61
185.42,GK,1,17,11,27,11,20,26,17,32,39,16,28,11,11,31,10,13
185.42,CB,2,28,25,61,27,22,34,58,60,52,30,61,23,59,25,61,62
154.94,"RB,CB",2,59,36,61,58,31,61,54,67,56,57,62,48,55,40,58,62
185.42,GK,1,11,9,15,11,14,22,16,27,35,20,16,7,6,33,14,14
190.5,CB,2,31,23,49,26,30,41,39,61,48,39,68,23,56,35,60,59
170.18,LW,3,56,48,55,67,41,46,66,84,87,59,45,40,20,52,26,21
187.96,GK,1,12,18,26,20,13,32,28,49,41,22,23,17,28,41,10,14
175.26,"LW,ST",3,59,62,55,68,43,47,63,60,59,76,49,52,25,52,23,37
154.94,CB,2,22,17,58,28,27,30,55,64,52,30,63,16,59,30,60,63
152.4,LM,2,50,48,68,64,43,57,54,69,53,66,61,46,50,51,49,51
182.88,ST,3,36,66,48,59,41,39,63,67,67,58,51,56,20,48,23,15
187.96,"ST,CF",2,34,64,48,57,62,31,53,72,62,65,52,57,13,49,13,15
152.4,"CDM,CM",2,45,55,63,64,46,61,61,67,65,56,68,50,56,49,58,59
154.94,"CDM,CM",2,57,44,63,57,54,59,60,69,64,56,54,53,58,60,58,58
175.26,"CM,CDM",2,45,33,65,55,48,62,65,46,38,60,79,54,63,47,59,58
175.26,RW,3,48,61,56,62,39,45,51,84,78,63,51,62,16,48,15,13
152.4,CDM,2,42,31,58,42,42,55,53,76,72,51,73,43,60,53,56,61
152.4,"LM,RM,ST",2,62,59,44,62,61,31,60,80,71,53,53,52,19,49,16,21
175.26,CM,3,61,52,57,63,47,57,64,76,75,62,62,60,47,61,36,53
152.4,ST,2,31,64,49,52,31,33,51,71,72,70,50,61,20,50,18,21
175.26,"CAM,RM,RWB",2,58,51,56,62,57,43,60,83,83,68,74,57,57,57,46,52
152.4,CM,2,54,51,68,60,45,68,60,67,63,64,56,50,30,58,43,53
185.42,RB,2,44,32,52,62,27,49,57,75,55,30,64,28,55,45,57,63
152.4,LB,2,50,30,50,64,38,37,50,73,74,38,65,34,53,45,62,66
185.42,GK,1,11,10,26,16,14,22,17,25,40,24,21,9,8,28,7,13
175.26,"RW,LW",2,57,49,54,59,33,49,58,86,88,49,65,42,34,58,42,28
175.26,"CAM,RM,LM",2,33,60,63,59,44,48,52,71,62,62,61,55,11,64,12,16
154.94,ST,2,38,62,45,56,33,41,58,66,68,58,60,51,20,43,18,16
152.4,"RM,RB",2,53,41,60,55,39,54,65,72,74,53,75,41,45,46,28,55
185.42,GK,1,13,9,24,12,13,22,17,36,43,18,29,8,14,31,12,11
170.18,"CAM,RM",2,59,54,65,60,40,61,60,60,81,59,60,48,30,60,26,48
165.1,"CAM,CM",2,48,47,65,60,49,59,58,70,69,62,49,53,34,57,46,49
193.04,GK,1,14,6,24,10,11,30,15,29,32,25,20,7,15,51,7,11
152.4,"ST,RW",2,40,67,59,68,37,48,60,65,59,62,61,61,14,55,32,18
152.4,"CDM,CM",2,38,28,62,49,37,61,58,53,66,53,61,28,55,59,57,56
185.42,GK,1,15,14,22,14,12,20,24,49,39,22,32,20,21,27,11,14
154.94,ST,2,24,64,41,63,26,33,60,67,71,62,52,55,19,37,21,18
185.42,CB,2,27,22,46,35,24,32,48,53,48,38,65,22,57,26,58,61
182.88,"RM,CF",2,59,66,63,57,43,53,51,68,62,64,64,64,12,48,39,25
200.66,ST,2,34,62,45,58,28,27,58,79,61,60,46,54,23,57,22,20
187.96,ST,2,31,62,41,62,30,33,59,62,67,55,52,46,15,49,50,13
187.96,GK,1,11,5,27,12,14,29,11,22,32,19,24,7,13,40,9,12
152.4,"RM,LM,ST",2,62,63,66,57,44,63,55,72,81,65,38,49,15,51,23,22
190.5,GK,1,12,15,20,11,15,21,17,34,44,15,36,16,21,46,20,12
182.88,ST,2,40,63,54,57,34,33,58,69,66,60,62,56,16,53,20,18
152.4,"CAM,LW",2,56,51,69,62,48,65,59,67,62,54,58,45,34,55,44,50
200.66,GK,1,13,6,17,10,12,19,12,27,25,17,25,8,13,45,20,11
152.4,"CB,RB",2,35,22,42,41,32,33,39,67,42,43,62,29,59,32,63,64
185.42,RB,2,59,31,37,62,43,29,43,72,58,32,51,28,57,40,58,65
193.04,"CAM,ST,CF",3,47,62,59,59,44,47,61,65,51,62,62,55,20,55,38,32
154.94,"LB,RB",2,53,27,57,55,29,55,55,64,62,21,67,29,57,39,59,64
154.94,"CDM,CB,CM",2,34,51,63,46,60,59,59,31,55,61,62,55,56,53,57,65
152.4,ST,2,40,62,59,60,45,39,59,60,58,59,57,59,18,50,24,20
182.88,"CM,CAM",2,47,45,64,61,49,63,61,67,62,58,49,47,51,63,38,54
185.42,CB,2,36,19,54,32,31,36,43,55,49,40,53,29,56,32,57,65
182.88,"CM,CDM",2,63,53,62,54,63,61,63,43,56,64,40,59,50,62,50,58
182.88,CB,2,51,10,49,49,28,40,47,53,54,55,58,36,57,27,55,63
182.88,GK,1,12,8,28,6,11,25,15,50,56,21,27,9,16,42,10,12
152.4,LW,3,53,59,57,62,42,45,60,65,59,64,48,56,28,56,29,29
182.88,"RB,CB",2,36,22,53,60,32,48,60,73,74,24,58,22,63,46,62,64
193.04,"CB,LB",2,43,33,43,32,22,46,47,69,47,40,71,18,56,34,54,60
152.4,"ST,RM",2,44,58,65,62,41,58,58,75,67,61,64,49,48,52,21,41
182.88,GK,1,18,15,39,21,16,34,26,48,35,33,34,18,15,43,13,12
190.5,GK,1,16,18,25,18,12,27,23,49,37,19,41,15,24,14,20,20
187.96,GK,1,12,15,23,18,16,24,24,33,37,25,43,17,11,25,8,17
193.04,GK,1,19,11,17,21,22,12,19,22,55,13,22,12,27,22,20,17
193.04,"RM,LM",2,55,59,60,61,42,49,60,56,63,57,75,62,49,56,49,57
182.88,CB,2,30,21,39,31,33,30,38,61,50,42,60,30,62,30,63,72
187.96,GK,1,10,8,27,8,13,25,19,37,36,17,29,5,10,22,10,13
182.88,RB,2,53,36,58,58,36,43,56,70,60,48,69,46,55,32,54,59
154.94,RB,2,59,33,57,61,37,54,58,74,80,52,78,38,58,56,45,56
170.18,RB,2,54,28,45,51,29,20,48,75,77,22,72,28,58,35,52,58
152.4,"CDM,CM",2,51,41,58,48,51,53,58,63,64,55,68,43,57,47,58,61
167.64,"RM,LM",3,54,50,57,61,46,54,50,82,81,57,67,54,25,54,37,32
152.4,RB,2,54,40,57,63,26,41,59,79,75,42,64,34,54,41,54,53
154.94,ST,2,31,62,42,59,30,35,62,65,52,59,65,51,20,51,19,24
193.04,CB,2,29,25,46,27,24,37,42,31,30,36,59,24,62,25,56,59
185.42,"CB,RB",2,47,34,55,54,42,54,56,66,77,38,74,49,56,47,57,61
193.04,GK,1,10,9,22,13,11,16,12,27,37,26,26,9,8,28,9,10
154.94,ST,2,26,67,54,49,28,34,58,48,51,58,59,52,20,54,27,26
190.5,GK,1,8,5,24,10,8,20,12,38,40,14,31,5,8,27,10,14
187.96,"LM,LB",2,58,56,62,62,49,54,66,62,55,65,62,42,25,51,32,36
182.88,CB,2,38,25,55,47,29,53,49,56,48,48,55,34,53,36,61,62
185.42,"ST,LW",3,47,59,51,65,44,45,62,63,68,58,58,46,24,54,29,28
152.4,"LB,LWB,CDM",2,68,48,65,60,78,67,66,33,44,77,71,61,59,71,60,62
190.5,ST,2,42,61,44,58,32,44,55,67,51,58,57,56,24,41,24,17
187.96,"CB,RB,CDM",2,26,21,45,37,27,42,45,58,48,46,40,24,59,31,58,60
154.94,CB,2,30,27,43,43,32,40,49,55,36,49,66,28,62,31,52,61
193.04,CB,2,24,21,45,35,24,29,53,65,44,40,65,22,59,32,70,58
185.42,ST,2,32,59,50,52,33,33,55,58,52,59,54,52,19,42,16,17
182.88,"CDM,LB",2,38,56,53,42,49,42,55,62,63,71,86,61,54,49,63,64
185.42,GK,1,11,9,21,8,13,25,11,31,26,24,45,7,10,38,12,10
175.26,CM,2,59,42,65,60,52,62,64,62,66,64,70,47,44,60,52,49
187.96,GK,1,20,17,37,21,18,29,24,40,37,25,26,13,27,25,27,18
190.5,GK,1,14,6,26,10,13,19,17,25,36,25,21,9,8,40,7,14
187.96,CB,2,45,27,61,29,29,57,35,77,70,35,73,31,54,26,66,57
182.88,CDM,2,40,41,63,58,39,60,59,64,68,61,70,43,54,55,56,58
182.88,GK,1,12,9,15,11,15,21,17,14,35,18,20,10,10,52,7,12
185.42,CB,2,36,10,40,40,28,40,42,54,54,52,64,36,58,27,58,68
182.88,"RB,CB",2,54,27,63,59,40,31,58,60,61,30,53,33,57,45,42,68
170.18,LM,2,46,44,67,58,43,63,52,79,76,47,90,39,25,56,53,28
193.04,ST,2,33,53,57,44,22,35,52,67,49,66,64,45,24,53,22,21
182.88,"LW,LM",2,54,61,55,58,43,43,65,62,71,52,74,52,31,54,13,17
154.94,"RM,RWB",2,58,39,60,65,48,52,65,72,64,37,66,42,35,50,53,28
175.26,CAM,2,55,35,63,60,48,58,62,73,72,51,53,42,22,63,39,38
187.96,CB,2,23,16,46,16,28,53,40,50,43,57,54,32,59,36,64,57
172.72,CM,3,56,49,64,64,51,61,63,60,72,54,62,51,44,68,48,52
185.42,GK,1,18,11,28,17,15,21,24,44,38,21,33,11,16,29,29,12
152.4,GK,1,13,10,20,15,14,22,11,20,40,18,30,8,10,50,11,13
190.5,"CB,LB",2,44,29,53,37,25,49,56,50,56,44,69,43,56,41,56,58
185.42,CB,2,31,19,54,51,29,51,57,59,41,45,55,27,57,31,52,62
170.18,LM,2,60,40,60,59,48,58,58,76,77,60,59,42,40,53,37,53
154.94,"RM,LM,ST",2,61,64,51,57,50,42,63,82,74,54,64,59,35,49,24,32
154.94,CDM,2,44,35,63,58,40,52,61,74,66,55,74,39,56,51,60,56
193.04,ST,2,45,62,50,54,27,34,57,53,53,65,57,53,18,47,20,25
152.4,RB,2,55,30,59,57,30,51,60,69,71,32,61,28,54,46,59,58
182.88,"CB,RB",2,34,23,54,40,27,51,50,63,59,53,55,36,60,30,52,59
170.18,"LB,RB",2,53,30,54,52,31,42,53,72,69,51,60,29,59,44,55,61
185.42,"CDM,CB",2,39,44,60,45,35,55,59,50,54,49,54,35,61,58,60,58
154.94,"CDM,CM",2,52,37,59,54,33,54,59,68,64,44,77,32,62,52,50,57
185.42,ST,2,33,60,53,55,32,32,54,63,50,64,51,56,24,51,15,22
165.1,LB,2,52,27,35,55,31,23,60,68,55,26,69,22,61,36,56,65
172.72,"RW,ST",3,42,65,64,66,36,58,63,72,68,62,65,32,29,55,35,30
154.94,CM,3,44,52,65,68,41,61,67,56,66,62,54,40,48,64,42,42
193.04,"RW,LW,CAM,CM",2,52,53,63,58,37,49,67,63,57,65,69,51,34,63,43,43
190.5,CB,2,23,21,53,29,24,40,48,48,47,49,65,42,54,32,58,61
185.42,CB,2,33,20,52,31,32,48,38,64,52,40,52,22,59,38,58,63
165.1,"CF,CAM",3,49,54,60,65,52,53,63,75,68,56,57,48,18,60,21,24
175.26,"LM,LW,RM",3,47,53,58,63,35,45,59,87,71,57,54,41,25,45,38,38
152.4,CM,2,50,48,65,59,42,54,58,69,71,52,73,49,50,58,63,59
170.18,ST,2,55,58,54,61,34,34,63,75,66,59,84,56,20,55,31,21
182.88,CM,2,55,33,60,56,43,58,59,47,51,56,56,58,60,59,62,64
187.96,GK,1,19,14,25,19,12,23,16,43,35,21,33,14,18,31,17,19
175.26,RM,2,65,52,64,61,39,61,62,34,61,62,50,60,23,65,34,56
182.88,"CDM,CM",2,44,36,61,60,45,59,61,79,71,66,69,50,56,59,53,59
167.64,"CF,CAM",2,45,61,54,60,55,35,62,77,79,51,59,49,21,58,24,18
152.4,"CAM,ST",2,63,61,49,65,33,44,62,84,72,64,63,58,19,55,22,19
187.96,CB,2,23,15,46,40,25,36,45,60,48,32,60,22,55,33,59,61
152.4,"LM,LB,LW",3,64,59,61,66,44,42,68,68,69,56,62,46,33,48,36,39
152.4,"CM,CDM",3,44,29,65,63,40,61,65,65,68,44,47,37,54,62,63,60
182.88,GK,1,17,14,28,18,20,41,22,41,38,18,31,14,19,60,30,16
187.96,RB,2,56,27,53,58,29,49,59,69,69,31,86,22,56,42,56,58
167.64,LB,2,63,25,61,57,61,57,57,71,68,66,56,58,55,43,56,61
175.26,"CM,RM,RB",3,50,44,67,69,42,56,64,75,76,39,49,35,45,62,46,57
154.94,"CM,CDM",2,43,52,61,54,39,58,58,64,52,45,68,54,60,57,63,64
185.42,"RM,CM",2,45,58,63,64,34,52,61,64,63,65,75,49,48,52,45,52
154.94,LW,2,59,55,57,60,41,51,58,76,73,68,59,50,21,49,45,29
190.5,"CM,CDM",2,58,53,59,64,52,56,62,60,65,66,77,59,53,61,51,57
187.96,CB,2,37,33,53,48,31,56,51,73,50,52,72,41,55,32,54,58
187.96,GK,1,18,13,34,20,12,23,23,45,53,20,34,14,25,20,15,19
167.64,"CAM,ST",2,36,51,59,59,52,54,58,71,67,61,71,57,29,61,20,29
190.5,GK,1,13,10,20,10,10,23,16,22,34,22,35,10,12,33,8,12
185.42,CB,2,36,22,39,38,26,22,53,48,57,32,65,17,59,29,67,59
200.66,"CDM,CM",2,43,41,67,59,41,55,61,55,52,62,58,37,51,42,55,61
165.1,LM,2,36,54,54,60,30,55,58,82,78,47,73,54,48,57,67,48
193.04,GK,1,13,9,19,9,12,21,18,19,38,22,21,6,10,37,30,11
185.42,GK,1,14,10,24,10,14,29,11,25,45,60,45,10,10,50,15,10
185.42,GK,1,18,19,25,19,14,22,20,40,32,21,22,16,19,19,18,14
182.88,LB,2,64,28,42,65,36,41,55,61,57,36,59,31,60,43,58,65
187.96,GK,1,14,9,21,14,12,26,20,29,33,23,20,7,12,28,10,12
182.88,"RB,CB",2,59,41,56,58,41,50,56,66,62,58,66,37,64,46,60,58
187.96,GK,1,14,5,25,13,11,23,19,31,34,26,23,9,14,36,12,10
154.94,"LM,CM",2,61,48,58,63,58,50,58,69,78,52,68,44,43,56,36,49
193.04,GK,1,16,10,28,13,17,31,17,28,29,20,38,12,16,30,10,12
167.64,"LM,RM",2,54,38,64,60,65,52,55,63,78,47,66,41,36,63,19,17
170.18,RM,3,55,53,55,62,36,47,63,82,80,60,57,52,16,42,21,30
172.72,LM,2,53,48,64,59,54,63,60,74,57,58,55,48,24,52,42,48
187.96,CB,2,21,18,49,36,20,33,49,55,45,47,61,26,60,28,53,60
182.88,"CAM,LM,LW",3,45,62,57,63,59,42,61,77,61,55,56,54,28,58,28,28
175.26,LB,2,42,23,39,52,30,29,48,76,79,27,60,24,63,49,62,67
185.42,GK,1,15,12,33,11,12,22,15,53,56,17,34,12,19,30,9,14
190.5,"CB,LB",2,40,25,40,40,36,38,40,61,52,50,63,28,55,34,63,60
154.94,"LM,LB",2,59,49,56,59,32,50,57,81,69,59,62,41,46,50,52,57
172.72,"RB,RM",3,52,40,55,62,36,53,61,72,70,65,60,57,57,39,57,64
193.04,GK,1,12,12,24,13,14,15,12,21,36,21,25,14,15,56,12,13
182.88,"CDM,CM",2,35,36,57,60,31,55,57,64,75,40,75,29,57,42,63,59
175.26,"LM,RM,ST",2,54,58,57,69,36,40,62,77,74,57,48,54,15,53,34,25
185.42,"CDM,CM",2,49,33,65,55,39,57,60,57,52,45,58,34,55,47,59,57
152.4,CDM,2,45,38,64,49,39,53,57,67,59,54,68,44,57,42,62,63
182.88,"RB,CB",2,54,30,61,56,36,46,52,64,61,32,61,36,59,45,60,66
154.94,"CM,RM",2,56,57,63,62,38,60,63,77,86,61,70,56,45,59,52,50
185.42,GK,1,13,10,38,14,13,34,30,61,60,39,42,11,27,43,12,10
152.4,CAM,3,47,40,70,60,52,65,64,54,67,56,50,35,34,67,32,49
185.42,"CAM,CM,LM",3,48,56,63,64,36,53,61,68,71,42,52,45,38,57,39,53
182.88,"CM,CDM",2,47,52,64,60,43,61,64,68,62,58,54,51,57,57,60,54
170.18,"RW,LW",3,54,58,56,64,44,46,64,75,68,63,55,48,21,49,25,35
152.4,"ST,LM",2,56,62,53,49,61,37,53,73,58,62,68,56,19,31,14,22
185.42,CM,2,52,56,70,55,50,64,61,61,64,57,48,59,41,61,39,44
152.4,"CDM,CM",2,40,32,64,55,55,65,57,70,63,63,66,51,56,55,55,59
175.26,"ST,RW,LW",2,29,66,45,57,58,37,64,60,61,61,67,59,17,42,27,13
154.94,"ST,CAM",2,34,66,58,55,31,48,60,79,75,50,70,43,13,40,28,39
185.42,GK,1,20,9,37,14,20,30,30,46,30,26,20,6,24,20,9,13
185.42,GK,1,12,6,29,11,12,27,17,20,33,23,18,5,13,29,6,13
182.88,"CM,CDM",2,42,56,61,55,37,56,58,52,45,42,57,60,63,58,64,62
152.4,"CF,LW",3,48,57,57,75,48,47,63,65,54,59,34,64,13,57,22,17
175.26,LM,2,58,49,61,63,60,55,55,80,70,58,69,44,37,46,33,31
182.88,ST,2,46,57,52,57,41,41,61,71,63,66,68,56,17,55,23,28
152.4,"RM,LM",3,60,56,53,61,60,56,60,87,77,61,55,51,17,50,44,23
175.26,"CM,CAM",3,47,49,63,72,46,55,70,79,90,48,55,49,46,56,48,52
185.42,CB,2,30,29,41,29,28,30,35,55,45,41,49,27,55,38,60,67
154.94,"RM,RB,LM",2,69,29,57,58,26,45,63,68,63,39,79,26,64,38,59,65
154.94,GK,1,20,16,23,19,20,21,16,44,37,22,32,12,20,56,13,19
170.18,"LB,LM",3,55,38,55,58,48,48,53,76,66,41,66,34,55,51,63,58
175.26,"CDM,CM",2,35,44,63,57,37,59,61,66,79,54,72,53,57,57,58,62
154.94,"ST,LW",2,49,59,48,52,47,43,54,78,71,59,51,53,22,51,30,22
152.4,"RW,ST",3,59,59,57,66,54,54,64,62,57,62,59,61,15,59,16,28
152.4,"CAM,CM",3,62,57,60,65,67,58,54,78,87,64,75,54,39,55,34,47
182.88,"CM,CB",3,55,54,63,59,41,58,64,65,64,59,66,48,58,61,59,60
182.88,"RM,LM,ST",3,57,52,57,65,32,48,63,70,60,45,56,53,19,59,16,22
185.42,"CM,CDM,RWB",2,57,57,60,64,39,63,63,71,73,54,82,51,48,58,50,49
172.72,RM,3,52,47,62,63,33,54,63,66,65,57,72,53,39,62,44,38
175.26,CB,2,32,22,59,46,28,48,53,65,54,51,53,33,55,32,59,63
167.64,"LW,LM",3,54,56,61,65,37,58,63,71,73,57,67,50,40,53,21,38
182.88,RB,2,52,44,59,56,51,55,63,62,67,46,65,48,68,39,56,59
185.42,CB,2,26,26,33,33,27,28,35,55,44,46,64,22,59,31,65,67
172.72,"RW,LW",3,58,58,51,71,42,49,62,79,77,66,50,46,23,51,20,22
182.88,"CB,RB",2,50,38,58,57,31,46,42,67,69,55,57,39,58,37,53,64
152.4,RW,3,60,55,57,61,50,53,57,88,72,59,52,51,19,54,28,29
190.5,LB,2,60,35,53,62,42,42,59,58,66,30,70,29,58,45,45,67
182.88,ST,2,57,62,60,61,47,40,63,68,63,58,61,60,13,54,15,17
190.5,GK,1,12,7,21,12,13,25,16,25,23,29,22,5,10,49,12,13
170.18,"CM,CAM",2,47,47,60,71,35,63,62,69,75,61,65,57,48,61,52,49
182.88,"RB,RWB",2,56,29,55,47,30,43,48,69,66,31,68,34,58,45,61,61
187.96,ST,2,33,58,58,59,45,52,64,69,69,61,65,49,48,46,32,52
185.42,LB,2,60,30,57,58,26,46,60,70,62,36,58,29,54,43,56,63
190.5,CB,2,32,25,44,28,27,34,48,59,37,37,70,20,58,34,59,63
185.42,GK,1,18,14,28,15,13,26,19,40,55,23,33,13,24,32,12,15
182.88,CB,2,29,38,53,45,23,54,43,46,43,39,77,25,64,50,54,64
167.64,RB,2,56,46,60,57,41,55,58,57,77,58,79,41,63,44,59,58
154.94,CDM,2,38,44,64,54,34,53,58,51,64,47,67,49,60,54,57,60
182.88,"CM,RM,LM",3,56,49,65,61,40,57,63,65,63,65,65,47,49,59,55,45
190.5,CB,2,35,41,57,42,32,50,58,61,52,45,64,31,56,37,54,64
182.88,"RB,CB",2,55,31,62,62,45,51,57,74,68,42,58,38,63,49,60,61
187.96,CB,2,33,29,54,53,23,48,52,55,48,46,65,24,56,36,60,60
154.94,"RB,RWB",2,63,44,66,64,32,65,61,67,49,49,55,58,54,54,62,64
185.42,CM,3,59,45,65,65,46,63,66,75,62,58,68,51,35,56,56,62
182.88,"CB,CM,CDM",2,42,55,63,48,36,54,52,70,58,62,62,43,53,45,59,60
187.96,CB,2,45,31,55,37,20,49,49,59,46,36,56,29,57,40,58,65
182.88,"CM,CB",2,52,35,69,59,46,68,60,67,60,69,60,44,51,55,54,57
182.88,ST,2,49,63,52,55,48,53,58,76,78,58,73,59,48,52,34,44
187.96,ST,2,32,59,53,57,24,30,61,62,65,60,68,47,23,49,20,23
172.72,"CM,CAM",3,56,48,69,64,54,70,62,66,75,48,50,50,46,66,41,45
182.88,"CM,CAM",2,37,57,62,55,32,60,58,71,67,58,74,57,55,57,43,57
185.42,CB,2,23,16,56,44,29,56,46,57,52,37,54,22,59,30,57,59
175.26,"ST,CM",2,65,70,45,61,56,45,58,66,85,60,81,50,31,63,48,35
195.58,"CB,LB",2,43,23,48,32,25,42,42,54,58,39,61,30,55,34,57,63
152.4,ST,2,38,62,53,50,34,41,63,66,58,58,51,58,20,51,17,17
182.88,CM,2,56,44,65,54,44,62,61,63,66,56,73,42,62,58,60,66
170.18,"LM,RM",2,55,49,56,65,62,50,66,78,74,52,58,32,15,44,27,27
172.72,"CDM,CM",2,39,32,58,62,33,53,60,60,73,46,68,34,59,63,57,62
154.94,"ST,LM,CAM",2,48,58,56,64,23,43,63,69,65,67,67,55,12,41,12,27
154.94,"CB,CDM,RB",2,39,52,51,44,38,56,50,66,68,50,79,33,64,52,53,62
175.26,"RB,RM",3,59,34,57,60,35,43,58,76,75,43,66,27,48,44,52,62
165.1,LM,2,63,45,60,54,38,61,57,86,80,47,69,32,21,54,48,38
187.96,ST,2,31,61,52,58,31,35,56,65,62,62,59,64,14,57,42,19
154.94,"CM,CDM",2,48,45,67,60,36,66,61,56,73,57,65,50,45,61,53,45
182.88,"ST,LW",2,50,61,53,56,34,30,57,76,75,65,80,50,18,57,18,13
170.18,RB,2,61,51,49,58,38,38,56,80,74,58,71,35,52,45,62,54
154.94,LB,2,54,28,52,49,36,32,58,75,65,43,68,37,51,43,62,63
182.88,LB,2,58,48,57,57,34,53,52,88,71,42,64,44,51,42,50,62
170.18,RB,2,63,32,57,54,42,54,56,70,65,45,50,34,57,43,62,63
154.94,ST,2,41,63,51,62,56,36,60,71,64,58,62,59,18,56,31,21
185.42,"CDM,CM",2,35,32,58,55,35,50,59,69,45,35,72,34,58,50,61,61
175.26,"ST,LM",2,36,65,52,66,36,39,56,69,65,60,56,62,15,53,19,14
182.88,"LWB,LM,LB",2,63,46,54,56,24,50,63,67,50,55,66,42,52,37,62,60
172.72,"RB,CB,LB",2,52,22,58,56,32,49,57,73,63,24,66,30,60,46,61,58
167.64,"RW,CAM",2,53,66,61,62,36,56,65,71,73,57,69,54,27,54,34,27
187.96,"CM,CDM,CB",2,48,49,64,61,30,63,66,50,55,54,59,47,55,62,51,57
175.26,"CM,CDM,RB",2,63,29,64,61,36,61,64,72,70,52,66,50,59,62,55,62
187.96,"ST,CB",2,54,54,62,51,23,55,58,38,55,73,32,45,51,50,58,56
175.26,"ST,LM,RM",2,46,62,55,62,34,39,60,83,69,55,60,54,10,51,17,18
182.88,CB,2,40,31,59,38,28,51,49,59,60,45,54,28,51,38,64,64
152.4,"CDM,CM",2,49,45,63,59,43,59,60,68,63,52,79,41,56,66,54,59
162.56,"CM,CDM,RB",2,62,39,65,59,38,63,65,68,68,49,59,47,55,67,58,59
172.72,"LM,RM,LWB,CM",3,57,54,57,60,57,47,59,69,85,62,73,55,32,55,48,42
182.88,GK,1,11,5,52,8,10,36,17,19,23,25,32,9,14,36,10,10
182.88,GK,1,11,20,52,13,12,50,25,26,22,20,24,13,22,45,24,12
185.42,CB,2,34,27,39,35,35,36,39,63,43,45,55,25,59,34,56,70
152.4,LB,2,63,32,62,63,58,58,62,66,75,48,72,44,56,58,51,60
175.26,"RM,LM",3,60,56,52,62,40,48,61,79,67,54,52,52,29,53,19,25
185.42,"CM,CAM,CDM",2,47,51,64,61,53,59,65,69,62,57,72,46,56,60,56,52
190.5,"CB,LB",2,32,19,52,39,24,58,58,60,42,48,59,23,53,27,60,63
187.96,CB,2,42,31,58,37,26,53,55,51,57,39,53,35,55,44,60,63
187.96,GK,1,11,7,20,7,14,22,16,21,28,21,16,8,14,27,22,13
203.2,"LM,LB,ST",2,60,55,60,63,25,52,61,50,33,62,73,28,54,61,58,62
185.42,GK,1,18,10,29,14,14,30,24,46,39,19,33,17,26,38,11,20
185.42,GK,1,16,16,29,18,13,22,25,37,43,25,22,20,8,29,11,20
172.72,"RB,CB",2,57,28,57,57,26,55,60,68,62,35,74,26,57,55,54,63
182.88,GK,1,17,14,37,11,11,39,17,44,56,25,40,15,22,38,16,14
182.88,ST,2,29,59,51,60,32,39,59,78,69,61,61,53,16,42,39,18
182.88,"ST,LM,RM",3,45,62,51,61,27,41,59,75,73,57,63,50,14,47,21,16
175.26,"RM,ST,CAM",3,64,66,54,61,53,39,58,77,66,62,63,58,17,49,34,18
152.4,"CM,CAM",2,54,56,66,62,43,63,66,67,60,77,61,62,43,62,46,34
152.4,LB,2,53,32,53,63,33,49,61,76,74,31,80,34,52,65,56,61
190.5,CB,2,28,29,41,28,33,32,43,52,40,42,47,29,62,31,60,62
175.26,CM,2,44,44,67,60,61,65,64,55,65,55,48,56,45,65,55,52
152.4,CM,2,45,43,65,57,45,61,62,63,72,49,66,39,64,61,65,65
190.5,ST,2,55,63,52,43,35,23,50,52,46,71,84,54,24,58,21,23
175.26,"CM,CDM",2,48,54,66,64,53,64,63,69,66,58,74,48,61,52,45,57
152.4,"LW,CM,RW",3,49,56,65,65,58,59,64,68,65,52,68,49,21,66,40,41
187.96,"CB,CDM",2,29,31,40,23,32,35,34,58,42,35,59,23,56,35,62,66
170.18,"RB,LB",2,50,21,61,67,38,54,58,71,71,23,55,29,62,47,54,70
182.88,CB,2,25,27,51,29,34,34,39,55,58,67,75,26,57,29,64,61
190.5,GK,1,14,9,27,12,10,25,23,34,31,17,26,9,12,39,21,13
185.42,CAM,2,42,60,61,65,49,54,61,65,70,66,61,58,36,54,32,41
152.4,"LW,CAM,CM,RB",3,53,54,62,63,43,55,64,65,77,54,58,49,60,58,53,59
172.72,"LM,RM",3,55,55,68,61,52,62,65,64,60,63,54,49,26,55,41,54
182.88,"LB,LM",2,65,47,62,60,33,57,64,67,66,60,69,40,59,48,60,54
154.94,"RB,CAM",2,49,40,67,46,45,56,61,70,65,44,71,35,57,53,60,59
154.94,"ST,CF",2,38,67,50,49,38,41,56,56,56,63,58,56,25,49,31,25
190.5,ST,2,26,62,48,53,26,40,59,63,52,66,68,41,32,48,32,19
182.88,"LM,LW,CF",2,59,49,56,66,43,51,60,81,54,51,58,35,14,50,21,21
154.94,RB,2,59,36,56,54,35,57,57,72,70,60,66,41,56,43,56,59
187.96,CB,2,26,29,53,38,22,49,42,74,46,49,65,27,59,27,46,59
175.26,"RM,CAM",2,49,49,68,64,56,64,62,64,58,66,56,42,36,57,52,57
172.72,GK,1,11,5,27,12,12,20,15,29,36,21,17,5,11,38,6,14
154.94,ST,2,36,61,52,58,38,37,60,71,68,55,57,54,20,49,21,20
